Dimiao,PH0701220,Bohol
Duero,PH0701221,Bohol
Garcia Hernandez,PH0701222,Bohol
Guindulman,PH0701223,Bohol
Inabanga,PH0701224,Bohol
Jagna,PH0701225,Bohol
Getafe,PH0701226,Bohol
Lila,PH0701227,Bohol
Loay,PH0701228,Bohol
Loboc,PH0701229,Bohol
Loon,PH0701230,Bohol
Mabini,PH0701231,Bohol
Maribojoc,PH0701232,Bohol
Panglao,PH0701233,Bohol
Pilar,PH0701234,Bohol
President Carlos P. Garcia (Pitogo),PH0701235,Bohol
Sagbayan (Borja),PH0701236,Bohol
San Isidro,PH0701237,Bohol
San Miguel,PH0701238,Bohol
Sevilla,PH0701239,Bohol
Sierra Bullones,PH0701240,Bohol
Sikatuna,PH0701241,Bohol
Tagbilaran City (Capital),PH0701242,Bohol
Talibon,PH0701243,Bohol
Trinidad,PH0701244,Bohol
Tubigon,PH0701245,Bohol
Ubay,PH0701246,Bohol
Valencia,PH0701247,Bohol
Bien Unido,PH0701248,Bohol
Alcantara,PH0702201,Cebu
Alcoy,PH0702202,Cebu
Alegria,PH0702203,Cebu
Aloguinsan,PH0702204,Cebu
Argao,PH0702205,Cebu
Asturias,PH0702206,Cebu
Badian,PH0702207,Cebu
Balamban,PH0702208,Cebu
Bantayan,PH0702209,Cebu
Barili,PH0702210,Cebu
City of Bogo,PH0702211,Cebu
Boljoon,PH0702212,Cebu
Borbon,PH0702213,Cebu
City of Carcar,PH0702214,Cebu
Carmen,PH0702215,Cebu
Catmon,PH0702216,Cebu
Cebu City (Capital),PH0702217,Cebu
Compostela,PH0702218,Cebu
Consolacion,PH0702219,Cebu
Cordova,PH0702220,Cebu
Daanbantayan,PH0702221,Cebu
Dalaguete,PH0702222,Cebu
Danao City,PH0702223,Cebu
Dumanjug,PH0702224,Cebu
Ginatilan,PH0702225,Cebu
Lapu-Lapu City (Opon),PH0702226,Cebu
Liloan,PH0702227,Cebu
Madridejos,PH0702228,Cebu
Malabuyoc,PH0702229,Cebu
Mandaue City,PH0702230,Cebu
Medellin,PH0702231,Cebu
Minglanilla,PH0702232,Cebu
Moalboal,PH0702233,Cebu
City of Naga,PH0702234,Cebu
Oslob,PH0702235,Cebu
Pilar,PH0702236,Cebu
Pinamungajan,PH0702237,Cebu
Poro,PH0702238,Cebu
Ronda,PH0702239,Cebu
Samboan,PH0702240,Cebu
San Fernando,PH0702241,Cebu
San Francisco,PH0702242,Cebu
San Remigio,PH0702243,Cebu
Santa Fe,PH0702244,Cebu
Santander,PH0702245,Cebu
Sibonga,PH0702246,Cebu
Sogod,PH0702247,Cebu
Tabogon,PH0702248,Cebu
Tabuelan,PH0702249,Cebu
City of Talisay,PH0702250,Cebu
Toledo City,PH0702251,Cebu
Tuburan,PH0702252,Cebu
Tudela,PH0702253,Cebu
Amlan (Ayuquitan),PH0704601,Negros Oriental
Ayungon,PH0704602,Negros Oriental
Bacong,PH0704603,Negros Oriental
Bais City,PH0704604,Negros Oriental
Basay,PH0704605,Negros Oriental
City of Bayawan (Tulong),PH0704606,Negros Oriental
Bindoy (Payabon),PH0704607,Negros Oriental
Canlaon City,PH0704608,Negros Oriental
Dauin,PH0704609,Negros Oriental
Dumaguete City (Capital),PH0704610,Negros Oriental
City of Guihulngan,PH0704611,Negros Oriental
Jimalalud,PH0704612,Negros Oriental
La Libertad,PH0704613,Negros Oriental
Mabinay,PH0704614,Negros Oriental
Manjuyod,PH0704615,Negros Oriental
Pamplona,PH0704616,Negros Oriental
San Jose,PH0704617,Negros Oriental
Santa Catalina,PH0704618,Negros Oriental
Siaton,PH0704619,Negros Oriental
Sibulan,PH0704620,Negros Oriental
City of Tanjay,PH0704621,Negros Oriental
Tayasan,PH0704622,Negros Oriental
Valencia (Luzurriaga),PH0704623,Negros Oriental
Vallehermoso,PH0704624,Negros Oriental
Zamboanguita,PH0704625,Negros Oriental
Enrique Villanueva,PH0706101,Siquijor
Larena,PH0706102,Siquijor
Lazi,PH0706103,Siquijor
Maria,PH0706104,Siquijor
San Juan,PH0706105,Siquijor
Siquijor (Capital),PH0706106,Siquijor
Arteche,PH0802601,Eastern Samar
Balangiga,PH0802602,Eastern Samar
Balangkayan,PH0802603,Eastern Samar
City of Borongan (Capital),PH0802604,Eastern Samar
Can-avid,PH0802605,Eastern Samar
Dolores,PH0802606,Eastern Samar
General Macarthur,PH0802607,Eastern Samar
Giporlos,PH0802608,Eastern Samar
Guiuan,PH0802609,Eastern Samar
Hernani,PH0802610,Eastern Samar
Jipapad,PH0802611,Eastern Samar
Lawaan,PH0802612,Eastern Samar
Llorente,PH0802613,Eastern Samar
Maslog,PH0802614,Eastern Samar
Maydolong,PH0802615,Eastern Samar
Mercedes,PH0802616,Eastern Samar
Oras,PH0802617,Eastern Samar
Quinapondan,PH0802618,Eastern Samar
Salcedo,PH0802619,Eastern Samar
San Julian,PH0802620,Eastern Samar
San Policarpo,PH0802621,Eastern Samar
Sulat,PH0802622,Eastern Samar
Taft,PH0802623,Eastern Samar
Abuyog,PH0803701,Leyte
Alangalang,PH0803702,Leyte
Albuera,PH0803703,Leyte
Babatngon,PH0803705,Leyte
Barugo,PH0803706,Leyte
Bato,PH0803707,Leyte
City of Baybay,PH0803708,Leyte
Burauen,PH0803710,Leyte
Calubian,PH0803713,Leyte
Capoocan,PH0803714,Leyte
Carigara,PH0803715,Leyte
Dagami,PH0803717,Leyte
Dulag,PH0803718,Leyte
Hilongos,PH0803719,Leyte
Hindang,PH0803720,Leyte
Inopacan,PH0803721,Leyte
Isabel,PH0803722,Leyte
Jaro,PH0803723,Leyte
Javier (Bugho),PH0803724,Leyte
Julita,PH0803725,Leyte
Kananga,PH0803726,Leyte
La Paz,PH0803728,Leyte
Leyte,PH0803729,Leyte
Macarthur,PH0803730,Leyte
Mahaplag,PH0803731,Leyte
Matag-ob,PH0803733,Leyte
Matalom,PH0803734,Leyte
Mayorga,PH0803735,Leyte
Merida,PH0803736,Leyte
Ormoc City,PH0803738,Leyte
Palo,PH0803739,Leyte
Palompon,PH0803740,Leyte
Pastrana,PH0803741,Leyte
San Isidro,PH0803742,Leyte
San Miguel,PH0803743,Leyte
Santa Fe,PH0803744,Leyte
Tabango,PH0803745,Leyte
Tabontabon,PH0803746,Leyte
Tacloban City (Capital),PH0803747,Leyte
Tanauan,PH0803748,Leyte
Tolosa,PH0803749,Leyte
Tunga,PH0803750,Leyte
Villaba,PH0803751,Leyte
Allen,PH0804801,Northern Samar
Biri,PH0804802,Northern Samar
Bobon,PH0804803,Northern Samar
Capul,PH0804804,Northern Samar
Catarman (Capital),PH0804805,Northern Samar
Catubig,PH0804806,Northern Samar
Gamay,PH0804807,Northern Samar
Laoang,PH0804808,Northern Samar
Lapinig,PH0804809,Northern Samar
Las Navas,PH0804810,Northern Samar
Lavezares,PH0804811,Northern Samar
Mapanas,PH0804812,Northern Samar
Mondragon,PH0804813,Northern Samar
Palapag,PH0804814,Northern Samar
Pambujan,PH0804815,Northern Samar
Rosario,PH0804816,Northern Samar
San Antonio,PH0804817,Northern Samar
San Isidro,PH0804818,Northern Samar
San Jose,PH0804819,Northern Samar
San Roque,PH0804820,Northern Samar
San Vicente,PH0804821,Northern Samar
Silvino Lobos,PH0804822,Northern Samar
Victoria,PH0804823,Northern Samar
Lope De Vega,PH0804824,Northern Samar
Almagro,PH0806001,Samar (Western Samar)
Basey,PH0806002,Samar (Western Samar)
Calbayog City,PH0806003,Samar (Western Samar)
Calbiga,PH0806004,Samar (Western Samar)
City of Catbalogan (Capital),PH0806005,Samar (Western Samar)
Daram,PH0806006,Samar (Western Samar)
Gandara,PH0806007,Samar (Western Samar)
Hinabangan,PH0806008,Samar (Western Samar)
Jiabong,PH0806009,Samar (Western Samar)
Marabut,PH0806010,Samar (Western Samar)
Matuguinao,PH0806011,Samar (Western Samar)
Motiong,PH0806012,Samar (Western Samar)
Pinabacdao,PH0806013,Samar (Western Samar)
San Jose de Buan,PH0806014,Samar (Western Samar)
San Sebastian,PH0806015,Samar (Western Samar)
Santa Margarita,PH0806016,Samar (Western Samar)
Santa Rita,PH0806017,Samar (Western Samar)
Santo Niño,PH0806018,Samar (Western Samar)
Talalora,PH0806019,Samar (Western Samar)
Tarangnan,PH0806020,Samar (Western Samar)
Villareal,PH0806021,Samar (Western Samar)
Paranas (Wright),PH0806022,Samar (Western Samar)
Zumarraga,PH0806023,Samar (Western Samar)
Tagapul-an,PH0806024,Samar (Western Samar)
San Jorge,PH0806025,Samar (Western Samar)
Pagsanghan,PH0806026,Samar (Western Samar)
Anahawan,PH0806401,Southern Leyte
Bontoc,PH0806402,Southern Leyte
Hinunangan,PH0806403,Southern Leyte
Hinundayan,PH0806404,Southern Leyte
Libagon,PH0806405,Southern Leyte
Liloan,PH0806406,Southern Leyte
City of Maasin (Capital),PH0806407,Southern Leyte
Macrohon,PH0806408,Southern Leyte
Malitbog,PH0806409,Southern Leyte
Padre Burgos,PH0806410,Southern Leyte
Pintuyan,PH0806411,Southern Leyte
Saint Bernard,PH0806412,Southern Leyte
San Francisco,PH0806413,Southern Leyte
San Juan (Cabalian),PH0806414,Southern Leyte
San Ricardo,PH0806415,Southern Leyte
Silago,PH0806416,Southern Leyte
Sogod,PH0806417,Southern Leyte
Tomas Oppus,PH0806418,Southern Leyte
Limasawa,PH0806419,Southern Leyte
Almeria,PH0807801,Biliran
Biliran,PH0807802,Biliran
Cabucgayan,PH0807803,Biliran
Caibiran,PH0807804,Biliran
Culaba,PH0807805,Biliran
Kawayan,PH0807806,Biliran
Maripipi,PH0807807,Biliran
Naval (Capital),PH0807808,Biliran
Dapitan City,PH0907201,Zamboanga del Norte
Dipolog City (Capital),PH0907202,Zamboanga del Norte
Katipunan,PH0907203,Zamboanga del Norte
La Libertad,PH0907204,Zamboanga del Norte
Labason,PH0907205,Zamboanga del Norte
Liloy,PH0907206,Zamboanga del Norte
Manukan,PH0907207,Zamboanga del Norte
Mutia,PH0907208,Zamboanga del Norte
Piñan (New Piñan),PH0907209,Zamboanga del Norte
Polanco,PH0907210,Zamboanga del Norte
Pres. Manuel A. Roxas,PH0907211,Zamboanga del Norte
Rizal,PH0907212,Zamboanga del Norte
Salug,PH0907213,Zamboanga del Norte
Sergio Osmeña Sr.,PH0907214,Zamboanga del Norte
Siayan,PH0907215,Zamboanga del Norte
Sibuco,PH0907216,Zamboanga del Norte
Sibutad,PH0907217,Zamboanga del Norte
Sindangan,PH0907218,Zamboanga del Norte
Siocon,PH0907219,Zamboanga del Norte
Sirawai,PH0907220,Zamboanga del Norte
Tampilisan,PH0907221,Zamboanga del Norte
Jose Dalman (Ponot),PH0907222,Zamboanga del Norte
Gutalac,PH0907223,Zamboanga del Norte
Baliguian,PH0907224,Zamboanga del Norte
Godod,PH0907225,Zamboanga del Norte
Bacungan (Leon T. Postigo),PH0907226,Zamboanga del Norte
Kalawit,PH0907227,Zamboanga del Norte
Aurora,PH0907302,Zamboanga del Sur
Bayog,PH0907303,Zamboanga del Sur
Dimataling,PH0907305,Zamboanga del Sur
Dinas,PH0907306,Zamboanga del Sur
Dumalinao,PH0907307,Zamboanga del Sur
Dumingag,PH0907308,Zamboanga del Sur
Kumalarang,PH0907311,Zamboanga del Sur
Labangan,PH0907312,Zamboanga del Sur
Lapuyan,PH0907313,Zamboanga del Sur
Mahayag,PH0907315,Zamboanga del Sur
Margosatubig,PH0907317,Zamboanga del Sur
Midsalip,PH0907318,Zamboanga del Sur
Molave,PH0907319,Zamboanga del Sur
Pagadian City (Capital),PH0907322,Zamboanga del Sur
Ramon Magsaysay (Liargo),PH0907323,Zamboanga del Sur
San Miguel,PH0907324,Zamboanga del Sur
San Pablo,PH0907325,Zamboanga del Sur
Tabina,PH0907327,Zamboanga del Sur
Tambulig,PH0907328,Zamboanga del Sur
Tukuran,PH0907330,Zamboanga del Sur
Zamboanga City,PH0907332,Zamboanga del Sur
Lakewood,PH0907333,Zamboanga del Sur
Josefina,PH0907337,Zamboanga del Sur
Pitogo,PH0907338,Zamboanga del Sur
Sominot (Don Mariano Marcos),PH0907340,Zamboanga del Sur
Vincenzo A. Sagun,PH0907341,Zamboanga del Sur
Guipos,PH0907343,Zamboanga del Sur
Tigbao,PH0907344,Zamboanga del Sur
Alicia,PH0908301,Zamboanga Sibugay
Buug,PH0908302,Zamboanga Sibugay
Diplahan,PH0908303,Zamboanga Sibugay
Imelda,PH0908304,Zamboanga Sibugay
Ipil (Capital),PH0908305,Zamboanga Sibugay
Kabasalan,PH0908306,Zamboanga Sibugay
Mabuhay,PH0908307,Zamboanga Sibugay
Malangas,PH0908308,Zamboanga Sibugay
Naga,PH0908309,Zamboanga Sibugay
Olutanga,PH0908310,Zamboanga Sibugay
Payao,PH0908311,Zamboanga Sibugay
Roseller Lim,PH0908312,Zamboanga Sibugay
Siay,PH0908313,Zamboanga Sibugay
Talusan,PH0908314,Zamboanga Sibugay
Titay,PH0908315,Zamboanga Sibugay
Tungawan,PH0908316,Zamboanga Sibugay
City of Isabela,PH0909701,City of Isabela (not a province)
Baungon,PH1001301,Bukidnon
Damulog,PH1001302,Bukidnon
Dangcagan,PH1001303,Bukidnon
Don Carlos,PH1001304,Bukidnon
Impasug-ong,PH1001305,Bukidnon
Kadingilan,PH1001306,Bukidnon
Kalilangan,PH1001307,Bukidnon
Kibawe,PH1001308,Bukidnon
Kitaotao,PH1001309,Bukidnon
Lantapan,PH1001310,Bukidnon
Libona,PH1001311,Bukidnon
City of Malaybalay (Capital),PH1001312,Bukidnon
Malitbog,PH1001313,Bukidnon
Manolo Fortich,PH1001314,Bukidnon
Maramag,PH1001315,Bukidnon
Pangantucan,PH1001316,Bukidnon
Quezon,PH1001317,Bukidnon
San Fernando,PH1001318,Bukidnon
Sumilao,PH1001319,Bukidnon
Talakag,PH1001320,Bukidnon
City of Valencia,PH1001321,Bukidnon
Cabanglasan,PH1001322,Bukidnon
Catarman,PH1001801,Camiguin
Guinsiliban,PH1001802,Camiguin
Mahinog,PH1001803,Camiguin
Mambajao (Capital),PH1001804,Camiguin
Sagay,PH1001805,Camiguin
Bacolod,PH1003501,Lanao del Norte
Baloi,PH1003502,Lanao del Norte
Baroy,PH1003503,Lanao del Norte
Iligan City,PH1003504,Lanao del Norte
Kapatagan,PH1003505,Lanao del Norte
Sultan Naga Dimaporo (Karomatan),PH1003506,Lanao del Norte
Kauswagan,PH1003507,Lanao del Norte
Kolambugan,PH1003508,Lanao del Norte
Lala,PH1003509,Lanao del Norte
Linamon,PH1003510,Lanao del Norte
Magsaysay,PH1003511,Lanao del Norte
Maigo,PH1003512,Lanao del Norte
Matungao,PH1003513,Lanao del Norte
Munai,PH1003514,Lanao del Norte
Nunungan,PH1003515,Lanao del Norte
Pantao Ragat,PH1003516,Lanao del Norte
Poona Piagapo,PH1003517,Lanao del Norte
Salvador,PH1003518,Lanao del Norte
Sapad,PH1003519,Lanao del Norte
Tagoloan,PH1003520,Lanao del Norte
Tangcal,PH1003521,Lanao del Norte
Tubod (Capital),PH1003522,Lanao del Norte
Pantar,PH1003523,Lanao del Norte
Aloran,PH1004201,Misamis Occidental
Baliangao,PH1004202,Misamis Occidental
Bonifacio,PH1004203,Misamis Occidental
Calamba,PH1004204,Misamis Occidental
Clarin,PH1004205,Misamis Occidental
Concepcion,PH1004206,Misamis Occidental
Jimenez,PH1004207,Misamis Occidental
Lopez Jaena,PH1004208,Misamis Occidental
Oroquieta City (Capital),PH1004209,Misamis Occidental
City of Ozamiz,PH1004210,Misamis Occidental
Panaon,PH1004211,Misamis Occidental
Plaridel,PH1004212,Misamis Occidental
Sapang Dalaga,PH1004213,Misamis Occidental
Sinacaban,PH1004214,Misamis Occidental
Tangub City,PH1004215,Misamis Occidental
Tudela,PH1004216,Misamis Occidental
Don Victoriano Chiongbian  (Don Mariano Marcos),PH1004217,Misamis Occidental
Alubijid,PH1004301,Misamis Oriental
Balingasag,PH1004302,Misamis Oriental
Balingoan,PH1004303,Misamis Oriental
Binuangan,PH1004304,Misamis Oriental
Cagayan de Oro City (Capital),PH1004305,Misamis Oriental
Claveria,PH1004306,Misamis Oriental
City of El Salvador,PH1004307,Misamis Oriental
Gingoog City,PH1004308,Misamis Oriental
Gitagum,PH1004309,Misamis Oriental
Initao,PH1004310,Misamis Oriental
Jasaan,PH1004311,Misamis Oriental
Kinoguitan,PH1004312,Misamis Oriental
Lagonglong,PH1004313,Misamis Oriental
Laguindingan,PH1004314,Misamis Oriental
Libertad,PH1004315,Misamis Oriental
Lugait,PH1004316,Misamis Oriental
Magsaysay (Linugos),PH1004317,Misamis Oriental
Manticao,PH1004318,Misamis Oriental
Medina,PH1004319,Misamis Oriental
Naawan,PH1004320,Misamis Oriental
Opol,PH1004321,Misamis Oriental
Salay,PH1004322,Misamis Oriental
Sugbongcogon,PH1004323,Misamis Oriental
Tagoloan,PH1004324,Misamis Oriental
Talisayan,PH1004325,Misamis Oriental
Villanueva,PH1004326,Misamis Oriental
Asuncion (Saug),PH1102301,Davao del Norte
Carmen,PH1102303,Davao del Norte
Kapalong,PH1102305,Davao del Norte
New Corella,PH1102314,Davao del Norte
City of Panabo,PH1102315,Davao del Norte
Island Garden City of Samal,PH1102317,Davao del Norte
Santo Tomas,PH1102318,Davao del Norte
City of Tagum (Capital),PH1102319,Davao del Norte
Talaingod,PH1102322,Davao del Norte
Braulio E. Dujali,PH1102323,Davao del Norte
San Isidro,PH1102324,Davao del Norte
Bansalan,PH1102401,Davao del Sur
Davao City,PH1102402,Davao del Sur
City of Digos (Capital),PH1102403,Davao del Sur
Hagonoy,PH1102404,Davao del Sur
Kiblawan,PH1102406,Davao del Sur
Magsaysay,PH1102407,Davao del Sur
Malalag,PH1102408,Davao del Sur
Matanao,PH1102410,Davao del Sur
Padada,PH1102411,Davao del Sur
Santa Cruz,PH1102412,Davao del Sur
Sulop,PH1102414,Davao del Sur
Baganga,PH1102501,Davao Oriental
Banaybanay,PH1102502,Davao Oriental
Boston,PH1102503,Davao Oriental
Caraga,PH1102504,Davao Oriental
Cateel,PH1102505,Davao Oriental
Governor Generoso,PH1102506,Davao Oriental
Lupon,PH1102507,Davao Oriental
Manay,PH1102508,Davao Oriental
City of Mati (Capital),PH1102509,Davao Oriental
San Isidro,PH1102510,Davao Oriental
Tarragona,PH1102511,Davao Oriental
Compostela,PH1108201,Davao de Oro (Compostela Valley)
Laak (San Vicente),PH1108202,Davao de Oro (Compostela Valley)
Mabini (Doña Alicia),PH1108203,Davao de Oro (Compostela Valley)
Maco,PH1108204,Davao de Oro (Compostela Valley)
Maragusan (San Mariano),PH1108205,Davao de Oro (Compostela Valley)
Mawab,PH1108206,Davao de Oro (Compostela Valley)
Monkayo,PH1108207,Davao de Oro (Compostela Valley)
Montevista,PH1108208,Davao de Oro (Compostela Valley)
Nabunturan (Capital),PH1108209,Davao de Oro (Compostela Valley)
New Bataan,PH1108210,Davao de Oro (Compostela Valley)
Pantukan,PH1108211,Davao de Oro (Compostela Valley)
Don Marcelino,PH1108601,Davao Occidental
Jose Abad Santos (Trinidad),PH1108602,Davao Occidental
Malita,PH1108603,Davao Occidental
Santa Maria,PH1108604,Davao Occidental
Sarangani,PH1108605,Davao Occidental
Alamada,PH1204701,Cotabato (North Cotabato)
Carmen,PH1204702,Cotabato (North Cotabato)
Kabacan,PH1204703,Cotabato (North Cotabato)
City of Kidapawan (Capital),PH1204704,Cotabato (North Cotabato)
Libungan,PH1204705,Cotabato (North Cotabato)
Magpet,PH1204706,Cotabato (North Cotabato)
Makilala,PH1204707,Cotabato (North Cotabato)
Matalam,PH1204708,Cotabato (North Cotabato)
Midsayap,PH1204709,Cotabato (North Cotabato)
M'lang,PH1204710,Cotabato (North Cotabato)
Pigkawayan,PH1204711,Cotabato (North Cotabato)
Pikit,PH1204712,Cotabato (North Cotabato)
President Roxas,PH1204713,Cotabato (North Cotabato)
Tulunan,PH1204714,Cotabato (North Cotabato)
Antipas,PH1204715,Cotabato (North Cotabato)
Banisilan,PH1204716,Cotabato (North Cotabato)
Aleosan,PH1204717,Cotabato (North Cotabato)
Arakan,PH1204718,Cotabato (North Cotabato)
Banga,PH1206302,South Cotabato
General Santos City (Dadiangas),PH1206303,South Cotabato
City of Koronadal (Capital),PH1206306,South Cotabato
Norala,PH1206311,South Cotabato
Polomolok,PH1206312,South Cotabato
Surallah,PH1206313,South Cotabato
Tampakan,PH1206314,South Cotabato
Tantangan,PH1206315,South Cotabato
T'Boli,PH1206316,South Cotabato
Tupi,PH1206317,South Cotabato
Santo Niño,PH1206318,South Cotabato
Lake Sebu,PH1206319,South Cotabato
Bagumbayan,PH1206501,Sultan Kudarat
Columbio,PH1206502,Sultan Kudarat
Esperanza,PH1206503,Sultan Kudarat
Isulan (Capital),PH1206504,Sultan Kudarat
Kalamansig,PH1206505,Sultan Kudarat
Lebak,PH1206506,Sultan Kudarat
Lutayan,PH1206507,Sultan Kudarat
Lambayong (Mariano Marcos),PH1206508,Sultan Kudarat
Palimbang,PH1206509,Sultan Kudarat
President Quirino,PH1206510,Sultan Kudarat
City of Tacurong,PH1206511,Sultan Kudarat
Sen. Ninoy Aquino,PH1206512,Sultan Kudarat
Alabel (Capital),PH1208001,Sarangani
Glan,PH1208002,Sarangani
Kiamba,PH1208003,Sarangani
Maasim,PH1208004,Sarangani
Maitum,PH1208005,Sarangani
Malapatan,PH1208006,Sarangani
Malungon,PH1208007,Sarangani
City of Manila,PH1303901,Metropolitan Manila First District
City of Mandaluyong,PH1307401,Metropolitan Manila Second District
City of Marikina,PH1307402,Metropolitan Manila Second District
City of Pasig,PH1307403,Metropolitan Manila Second District
Quezon City,PH1307404,Metropolitan Manila Second District
City of San Juan,PH1307405,Metropolitan Manila Second District
Caloocan City,PH1307501,Metropolitan Manila Third District
City of Malabon,PH1307502,Metropolitan Manila Third District
City of Navotas,PH1307503,Metropolitan Manila Third District
City of Valenzuela,PH1307504,Metropolitan Manila Third District
City of Las Piñas,PH1307601,Metropolitan Manila Fourth District
City of Makati,PH1307602,Metropolitan Manila Fourth District
City of Muntinlupa,PH1307603,Metropolitan Manila Fourth District
City of Parañaque,PH1307604,Metropolitan Manila Fourth District
Pasay City,PH1307605,Metropolitan Manila Fourth District
Pateros,PH1307606,Metropolitan Manila Fourth District
Taguig City,PH1307607,Metropolitan Manila Fourth District
Bangued (Capital),PH1400101,Abra
Boliney,PH1400102,Abra
Bucay,PH1400103,Abra
Bucloc,PH1400104,Abra
Daguioman,PH1400105,Abra
Danglas,PH1400106,Abra
Dolores,PH1400107,Abra
La Paz,PH1400108,Abra
Lacub,PH1400109,Abra
Lagangilang,PH1400110,Abra
Lagayan,PH1400111,Abra
Langiden,PH1400112,Abra
Licuan-Baay (Licuan),PH1400113,Abra
Luba,PH1400114,Abra
Malibcong,PH1400115,Abra
Manabo,PH1400116,Abra
Peñarrubia,PH1400117,Abra
Pidigan,PH1400118,Abra
Pilar,PH1400119,Abra
Sallapadan,PH1400120,Abra
San Isidro,PH1400121,Abra
San Juan,PH1400122,Abra
San Quintin,PH1400123,Abra
Tayum,PH1400124,Abra
Tineg,PH1400125,Abra
Tubo,PH1400126,Abra
Villaviciosa,PH1400127,Abra
Atok,PH1401101,Benguet
Baguio City,PH1401102,Benguet
Bakun,PH1401103,Benguet
Bokod,PH1401104,Benguet
Buguias,PH1401105,Benguet
Itogon,PH1401106,Benguet
Kabayan,PH1401107,Benguet
Kapangan,PH1401108,Benguet
Kibungan,PH1401109,Benguet
La Trinidad (Capital),PH1401110,Benguet
Mankayan,PH1401111,Benguet
Sablan,PH1401112,Benguet
Tuba,PH1401113,Benguet
Tublay,PH1401114,Benguet
Banaue,PH1402701,Ifugao
Hungduan,PH1402702,Ifugao
Kiangan,PH1402703,Ifugao
Lagawe (Capital),PH1402704,Ifugao
Lamut,PH1402705,Ifugao
Mayoyao,PH1402706,Ifugao
Alfonso Lista (Potia),PH1402707,Ifugao
Aguinaldo,PH1402708,Ifugao
Hingyon,PH1402709,Ifugao
Tinoc,PH1402710,Ifugao
Asipulo,PH1402711,Ifugao
Balbalan,PH1403201,Kalinga
Lubuagan,PH1403206,Kalinga
Pasil,PH1403208,Kalinga
Pinukpuk,PH1403209,Kalinga
Rizal (Liwan),PH1403211,Kalinga
City of Tabuk (Capital),PH1403213,Kalinga
Tanudan,PH1403214,Kalinga
Tinglayan,PH1403215,Kalinga
Barlig,PH1404401,Mountain Province
Bauko,PH1404402,Mountain Province
Besao,PH1404403,Mountain Province
Bontoc (Capital),PH1404404,Mountain Province
Natonin,PH1404405,Mountain Province
Paracelis,PH1404406,Mountain Province
Sabangan,PH1404407,Mountain Province
Sadanga,PH1404408,Mountain Province
Sagada,PH1404409,Mountain Province
Tadian,PH1404410,Mountain Province
Calanasan (Bayag),PH1408101,Apayao
Conner,PH1408102,Apayao
Flora,PH1408103,Apayao
Kabugao (Capital),PH1408104,Apayao
Luna,PH1408105,Apayao
Pudtol,PH1408106,Apayao
Santa Marcela,PH1408107,Apayao
Buenavista,PH1600201,Agusan del Norte
Butuan City (Capital),PH1600202,Agusan del Norte
City of Cabadbaran,PH1600203,Agusan del Norte
Carmen,PH1600204,Agusan del Norte
Jabonga,PH1600205,Agusan del Norte
Kitcharao,PH1600206,Agusan del Norte
Las Nieves,PH1600207,Agusan del Norte
Magallanes,PH1600208,Agusan del Norte
Nasipit,PH1600209,Agusan del Norte
Santiago,PH1600210,Agusan del Norte
Tubay,PH1600211,Agusan del Norte
Remedios T. Romualdez,PH1600212,Agusan del Norte
City of Bayugan,PH1600301,Agusan del Sur
Bunawan,PH1600302,Agusan del Sur
Esperanza,PH1600303,Agusan del Sur
La Paz,PH1600304,Agusan del Sur
Loreto,PH1600305,Agusan del Sur
Prosperidad (Capital),PH1600306,Agusan del Sur
Rosario,PH1600307,Agusan del Sur
San Francisco,PH1600308,Agusan del Sur
San Luis,PH1600309,Agusan del Sur
Santa Josefa,PH1600310,Agusan del Sur
Talacogon,PH1600311,Agusan del Sur
Trento,PH1600312,Agusan del Sur
Veruela,PH1600313,Agusan del Sur
Sibagat,PH1600314,Agusan del Sur
Alegria,PH1606701,Surigao del Norte
Bacuag,PH1606702,Surigao del Norte
Burgos,PH1606704,Surigao del Norte
Claver,PH1606706,Surigao del Norte
Dapa,PH1606707,Surigao del Norte
Del Carmen,PH1606708,Surigao del Norte
General Luna,PH1606710,Surigao del Norte
Gigaquit,PH1606711,Surigao del Norte
Mainit,PH1606714,Surigao del Norte
Malimono,PH1606715,Surigao del Norte
Pilar,PH1606716,Surigao del Norte
Placer,PH1606717,Surigao del Norte
San Benito,PH1606718,Surigao del Norte
San Francisco (Anao-Aon),PH1606719,Surigao del Norte
San Isidro,PH1606720,Surigao del Norte
Santa Monica (Sapao),PH1606721,Surigao del Norte
Sison,PH1606722,Surigao del Norte
Socorro,PH1606723,Surigao del Norte
Surigao City (Capital),PH1606724,Surigao del Norte
Tagana-an,PH1606725,Surigao del Norte
Tubod,PH1606727,Surigao del Norte
Barobo,PH1606801,Surigao del Sur
Bayabas,PH1606802,Surigao del Sur
City of Bislig,PH1606803,Surigao del Sur
Cagwait,PH1606804,Surigao del Sur
Cantilan,PH1606805,Surigao del Sur
Carmen,PH1606806,Surigao del Sur
Carrascal,PH1606807,Surigao del Sur
Cortes,PH1606808,Surigao del Sur
Hinatuan,PH1606809,Surigao del Sur
Lanuza,PH1606810,Surigao del Sur
Lianga,PH1606811,Surigao del Sur
Lingig,PH1606812,Surigao del Sur
Madrid,PH1606813,Surigao del Sur
Marihatag,PH1606814,Surigao del Sur
San Agustin,PH1606815,Surigao del Sur
San Miguel,PH1606816,Surigao del Sur
Tagbina,PH1606817,Surigao del Sur
Tago,PH1606818,Surigao del Sur
City of Tandag (Capital),PH1606819,Surigao del Sur
